name,review_status,category,subcategory,primary_stage,workflow_stages,summary_zh,summary_en
skill-factor-orthogonalize,approved,02,02.factor-orthogonalization-blending,factor-generation,factor-generation|evaluation,对截面因子进行逐日OLS正交化，并输出残差因子和暴露诊断。,Orthogonalizes cross-sectional factors with daily OLS and outputs residual factors and exposure diagnostics.
skill-factor-pool-evolution,approved,02,02.factor-pool-online,factor-screening,factor-generation|factor-screening|evaluation,根据种子因子池的评估生成变异、交叉和推荐。,"Generates mutation, crossover, and recommendations from evaluated seed factor pools."
skill-factor-ranking-sage,approved,02,02.factor-selection,factor-screening,factor-screening|evaluation,在本地因子和标签数据上运行mRMR或Marginal-SAGE并输出Top-K排名。,Runs mRMR or Marginal-SAGE on local factor and label data to produce Top-K rankings.
skill-factor-review,approved,02,02.factor-evaluation,evaluation,evaluation|reporting,扫描因子库和实验日志，生成量化盘点、结构分析和研究建议。,"Scans a factor library and experiment logs for inventory, structural analysis, and research recommendations."
skill-factormad-debate-factor-mining,approved,02,02.factor-idea-generation,factor-generation,factor-generation|evaluation,参考FactorMAD多智能体辩论框架进行可解释的股票Alpha因子挖掘。,Uses a FactorMAD-style multi-agent debate framework for interpretable stock-alpha mining.
skill-fin-news,approved,08,08.news-disclosures,reporting,data-ingestion|reporting,聚合财经快讯和市场数据，精选头条并撰写分析文章。,Aggregates financial headlines and market data to select headlines and draft analysis articles.
skill-forecast-calibration-audit,approved,07,07.forecast-calibration,evaluation,evaluation|reporting,审计概率预测的校准程度，而非只评估样本排序。,Audits probability-forecast calibration rather than sample ranking alone.
skill-fundamental-alpha,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,基于基本面数据（PandaData）生成Alpha因子表达式，支持从研报/自然语言输入中提取估值、质量、成长、现金流、预期与股东信号，并通过公式合约与PIT面板验证。,"Generate alpha factor expressions from fundamental data (PandaData). Accepts a document, URL, natural language query, or model invention and returns validated point-in-time factors."
skill-fundamental-factor-analysis,approved,02,02.factor-generation,factor-generation,data-ingestion|factor-generation|evaluation,从季度财报计算并验证A股估值、质量和成长因子。,"Computes and validates A-share valuation, quality, and growth factors from quarterly financial reports."
skill-futures-cta-alpha,approved,02,02.factor-evaluation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,"Commodity-futures CTA factor library — computes a structured date×variety factor panel (time-series & cross-sectional momentum, carry/roll, term structure, positioning/COT, inventory, volatility). Use when the user asks for 商品期货因子、 CTA 信号、动量/carry/期限结构/库存/持仓因子, a factor panel for futures backtesting, or futures factor IC. Fills the ecosystem gap of ZERO futures factor libraries (vs 10 for equities). Emits factor values for the factor toolchain (factor-evaluate / ic-analysis / backtest), NOT human-readable reports.","Commodity-futures CTA factor library — computes a structured date×variety factor panel (time-series & cross-sectional momentum, carry/roll, term structure, positioning/COT, inventory, volatility). Use when the user asks for 商品期货因子、 CTA 信号、动量/carry/期限结构/库存/持仓因子, a factor panel for futures backtesting, or futures factor IC. Fills the ecosystem gap of ZERO futures factor libraries (vs 10 for equities). Emits factor values for the factor toolchain (factor-evaluate / ic-analysis / backtest), NOT human-readable reports."
skill-futures-deepview-analyst,approved,03,03.futures-commodity,reporting,data-ingestion|reporting,将期货DeepView自然语言请求转为数据调用计划和事实与推断分离的报告。,Turns futures DeepView natural-language requests into data-call plans and fact/inference-separated reports.
skill-futures-hedgecraft,approved,03,03.futures-commodity,reporting,data-ingestion|modeling|reporting,当需要设计、审查或排错期货对冲、期货仓位 sizing、合约移仓、基差/carry 分析、日历价差、保证金压力测试或 CTA 风格期货配置时，使用此 skill。适用于股指期货、商品期货、利率期货和跨期价差场景，重点处理合约乘数、名义本金、保证金、期限结构、交割规则和压力损失。,当需要设计、审查或排错期货对冲、期货仓位 sizing、合约移仓、基差/carry 分析、日历价差、保证金压力测试或 CTA 风格期货配置时，使用此 skill。适用于股指期货、商品期货、利率期货和跨期价差场景，重点处理合约乘数、名义本金、保证金、期限结构、交割规则和压力损失。
skill-futures-investment-council,approved,03,03.futures-commodity,reporting,data-ingestion|modeling|reporting,"Futures research Skill for analyzing, comparing, and screening futures markets with technical indicators, futures structure, and committee-style reports. Use when Codex needs to analyze a futures symbol, compare futures symbols, screen futures candidates, explain signal changes, or generate a structured futures research report without stock analysis, auto-trading, or deterministic buy/sell promises.","Futures research Skill for analyzing, comparing, and screening futures markets with technical indicators, futures structure, and committee-style reports. Use when Codex needs to analyze a futures symbol, compare futures symbols, screen futures candidates, explain signal changes, or generate a structured futures research report without stock analysis, auto-trading, or deterministic buy/sell promises."
skill-futures-roll-auditor,approved,01,01.market-data-governance,data-quality,data-ingestion|data-quality|evaluation|reporting,审计连续合约选择、换月价差和调整因子，并生成换月账本。,"Audits continuous-contract selection, roll gaps, and adjustment factors and produces a roll ledger."
skill-futures-transition-crowding-factor,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,从期货合约迁移与拥挤转移构造可审计横截面因子,Build an auditable futures factor from contract transitions and crowding shifts
skill-gaetano-crux-capital-research-model,approved,06,06.investor-research-models,modeling,modeling|reporting,以公开资料拆解光子、光网络和AI基础设施公司的研究证据与风险。,"Uses public sources to structure research evidence and risks for photonics, optical-network, and AI-infrastructure companies."
skill-gao-shanwen-research-model,approved,06,06.investor-research-models,reporting,reporting,整理、检索和学习高善文公开著作与文章。,"Organizes, retrieves, and studies Gao Shanwen's public writings and articles."
skill-global-commodity-term-structure,approved,03,03.futures-commodity,reporting,data-ingestion|reporting,用公开数据研究海外商品期货期限结构、展期收益和价差。,"Uses public data to study global commodity-futures term structure, roll yield, and spreads."
skill-global-macro-rates-fx-lab,approved,03,03.macro-cross-asset,reporting,data-ingestion|reporting,以公开利率、央行和外汇数据生成可溯源的全球宏观格局简报。,"Produces sourced global macro briefs from public rates, central-bank, and FX data."
skill-global-macro-trend-strategy,approved,05,05.strategy-signal,backtesting,factor-screening|portfolio-construction|backtesting,将海外信号和公开日线价格转为可回测的研究策略、仓位和风控规则。,"Turns global signals and public daily prices into backtestable research strategies, positions, and risk rules."
skill-graham-netnet-screener,approved,03,03.a-share-equity,reporting,data-ingestion|modeling|reporting,当需要开发、计算、验证 Graham 净净营运资本(NCAV) 因子时，使用此 skill。适用于 A 股全市场深度价值筛选，排除银行/房地产/非银金融，计算 NCAV 折价因子并生成 buy/sell/hold 信号。,当需要开发、计算、验证 Graham 净净营运资本(NCAV) 因子时，使用此 skill。适用于 A 股全市场深度价值筛选，排除银行/房地产/非银金融，计算 NCAV 折价因子并生成 buy/sell/hold 信号。
skill-graph-spectral-diffusion-factor,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,在点时股票关系图上构造可审计的因子扩散与局部残差,Build auditable factor diffusion and residuals on point-in-time equity graphs
skill-guarantee-risk-scan,approved,04,04.portfolio-stress,reporting,data-ingestion|risk|monitoring|reporting,A 股累计担保风险扫描：担保比率、超额担保、高负债率担保占比监控与预警报告。,"A-share cumulative guarantee risk scanning: guarantee ratio, excess guarantee, and high-debt-ratio guarantee monitoring and alerting."
skill-hk-stock-dossier,approved,03,03.hk-us-equity,reporting,data-ingestion|reporting,基于Pandadata接口生成覆盖九个维度的港股尽职调查研报。,Generates nine-dimension Hong Kong equity due-diligence reports from Pandadata interfaces.
skill-hk-us-consensus-radar,approved,03,03.hk-us-equity,reporting,data-ingestion|reporting,汇总港美股卖方评级、目标价和成长预期及其变化。,"Summarizes HK/US sell-side ratings, target prices, growth expectations, and changes."
skill-hk-us-consensus-revision-radar,approved,03,03.hk-us-equity,monitoring,data-ingestion|monitoring|reporting,组织港美股目标价和评级的跨期修订轨迹，并生成研究报告。,Organizes cross-period HK/US target-price and rating revisions into a research report.
skill-hk-us-dividend-events,approved,03,03.hk-us-equity,reporting,data-ingestion|reporting,基于Pandadata外盘接口生成港股和美股分红事件报告。,Generates HK and US equity dividend-event reports using Pandadata overseas-market interfaces.
skill-hk-us-fundamental-factor,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,"Build, standardize, compare, and validate multi-factor fundamental panels for Hong Kong and US equities from PandaAI operating, market-financial, industry-median, price-volume, and financial-statement APIs. Use for quality, value, growth, momentum, low-risk, composite-score, percentile-rank, or cross-market stock-screening tasks.","Build, standardize, compare, and validate multi-factor fundamental panels for Hong Kong and US equities from PandaAI operating, market-financial, industry-median, price-volume, and financial-statement APIs. Use for quality, value, growth, momentum, low-risk, composite-score, percentile-rank, or cross-market stock-screening tasks."
skill-hk-us-insider-radar,approved,03,03.hk-us-equity,monitoring,data-ingestion|monitoring|reporting,扫描港股和美股内部人交易、净买卖方向、聚集交易及持股变化。,"Scans HK and US insider transactions, net direction, trading clusters, and holding changes."
skill-hk-us-institutional-concentration,approved,03,03.hk-us-equity,reporting,data-ingestion|modeling|reporting,"Build, compare, and validate institutional ownership structure panels for Hong Kong and US equities with PandaAI investor concentration, ranking, and shareholder-report APIs. Use for ownership breadth, top-holder dominance, HHI, controlling-holder risk, evidence confidence, or within-market institutional ownership screening.","Build, compare, and validate institutional ownership structure panels for Hong Kong and US equities with PandaAI investor concentration, ranking, and shareholder-report APIs. Use for ownership breadth, top-holder dominance, HHI, controlling-holder risk, evidence confidence, or within-market institutional ownership screening."
skill-hk-us-quote-scan,approved,03,03.hk-us-equity,reporting,data-ingestion|reporting,生成港美股行情、流动性、估值和行业相对位置的研究快照。,"Builds HK and US equity snapshots covering quotes, liquidity, valuation, and industry-relative position."
skill-holder-structure-scan,approved,03,03.a-share-equity,monitoring,data-ingestion|monitoring|reporting,跟踪A股股东户数、前十大持股和自由流通股以评估筹码集中度。,"Tracks A-share holder counts, top-holder concentration, and free float to assess ownership concentration."
skill-ic-analysis,approved,02,02.factor-evaluation,evaluation,factor-generation|evaluation|reporting,评估量化因子的IC、分组表现和预测有效性。,"Evaluates quantitative factors through IC, grouped performance, and predictive effectiveness."
skill-index-rebalance-event-study,approved,03,03.etf-fund-index,evaluation,data-ingestion|evaluation|reporting,围绕指数纳入、剔除和权重调整公告或生效日运行可复现事件研究。,"Runs reproducible event studies for index additions, deletions, and weight changes."
skill-index-valuation-rotation,approved,03,03.etf-fund-index,reporting,data-ingestion|feature-engineering|modeling|reporting,分析A股指数估值分位、行业相对估值和轮动线索。,"Analyzes A-share index valuation percentiles, relative industry valuation, and rotation signals."
skill-institutional-research-tracker,approved,08,08.institutional-research,monitoring,data-ingestion|monitoring|reporting,监测A股机构调研活动、关注度及其变化。,"Monitors A-share institutional research activity, attention, and changes over time."
skill-intraday-data-quality-auditor,approved,01,01.market-data-governance,data-quality,data-ingestion|data-quality|reporting,审计标准化日内OHLCV数据的时间戳、缺口、价格、成交量和交易日缺陷。,"Audits normalized intraday OHLCV data for timestamp, gap, price, volume, and trading-date defects."
skill-intraday-data-quality-auditor-private-archive,approved,07,07.numerical-model-audit,reporting,data-ingestion|data-quality|evaluation|reporting,审计标准化日内 OHLCV 行情的时间戳、缺口、价格不变量、成交量和交易日一致性。,"Audit normalized intraday OHLCV bars for timestamp, gap, price-invariant, volume, and trading-date defects."
skill-investment-decision,approved,06,06.investor-research-models,modeling,data-ingestion|modeling|evaluation|reporting,整合研究证据、估值和风险信息，形成可追溯的投资决策报告。,"Combines research evidence, valuation, and risk information into an auditable investment decision report."
skill-jq-to-panda-converter,approved,10,10.build-release-tooling,orchestration,modeling|reporting|orchestration,将聚宽量化策略代码转换为可运行回测的PandaAI JSON策略配置。,Converts JoinQuant strategy code into PandaAI JSON configurations runnable in backtests.
skill-keynes-contrarian-investment,approved,06,06.investor-research-models,modeling,data-ingestion|modeling|evaluation|reporting,运用长期预期和反共识框架识别过度乐观、悲观及价值陷阱。,"Uses long-term expectations and contrarian analysis to identify optimism, pessimism, and value traps."
skill-klarman-special-situations,approved,04,04.corporate-event,modeling,data-ingestion|modeling|evaluation|risk|reporting,按特殊情况投资框架研究定增解禁、重组、分拆和困境反转事件。,"Researches private placements, restructurings, spin-offs, and distressed turnarounds as special situations."
skill-kline-pattern-vision,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,用截图或只读 PandaData 行情识别股票/期货K线趋势结构、蜡烛线和候选图表形态，支持日线与1/5/10/15/30/60分钟线，输出证据、确认条件、失效条件和不确定性。,用截图或只读 PandaData 行情识别股票/期货K线趋势结构、蜡烛线和候选图表形态，支持日线与1/5/10/15/30/60分钟线，输出证据、确认条件、失效条件和不确定性。
skill-llm-alpha-generator,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,"Mine formulaic alpha factors end to end: LLM 主导生成候选公式 → 三层校验（白名单/量纲/前视）→ warm-start 遗传编程精修 → AlphaEval 五维打分 → LLM 经济解释 → 自包含 HTML 报告，返回结构化因子结果。Use when the user wants to mine/discover alpha factors, generate formulaic (expression-tree) trading factors, run LLM+GP factor search, or evaluate factor predictive power (RankIC) on stocks or futures. 只挖因子、不做回测（回测归另一 skill）。","Mine formulaic alpha factors end to end: LLM 主导生成候选公式 → 三层校验（白名单/量纲/前视）→ warm-start 遗传编程精修 → AlphaEval 五维打分 → LLM 经济解释 → 自包含 HTML 报告，返回结构化因子结果。Use when the user wants to mine/discover alpha factors, generate formulaic (expression-tree) trading factors, run LLM+GP factor search, or evaluate factor predictive power (RankIC) on stocks or futures. 只挖因子、不做回测（回测归另一 skill）。"
skill-llm-rag-financial-qa,approved,06,06.statistical-ml-models,evaluation,data-ingestion|feature-engineering|modeling|evaluation,财报公告 RAG 问答系统——就一家 A 股公司的财报/公告提问，给出带官方引用、可核对、拒绝编造的回答。三路路由（数字精确算 / 底仓文本检索 / 官方全文按需）+ 引用纪律 + 拒答。数据源 PandaData 优先、官方披露网页为次级源。BUILD 型 skill，可被复盘 agent 或投研 agent 调用。,财报公告 RAG 问答系统——就一家 A 股公司的财报/公告提问，给出带官方引用、可核对、拒绝编造的回答。三路路由（数字精确算 / 底仓文本检索 / 官方全文按需）+ 引用纪律 + 拒答。数据源 PandaData 优先、官方披露网页为次级源。BUILD 型 skill，可被复盘 agent 或投研 agent 调用。
skill-ma-crossover-signal,approved,05,05.strategy-signal,factor-generation,data-ingestion|feature-engineering|factor-generation|reporting,计算均线交叉交易信号并提供回测评估。,"Computes moving-average crossover signals and reports trend state, latest cross, MA gap, and price bias."
skill-macro-altdata-nowcast,approved,03,03.macro-cross-asset,modeling,data-ingestion|feature-engineering|modeling|reporting,利用宏观另类高频数据进行行业景气度现在预测和趋势观察。,Uses high-frequency alternative macro data for industry nowcasts and trend monitoring.
skill-macro-futures-scenario-analysis,approved,03,03.macro-cross-asset,reporting,data-ingestion|modeling|reporting,基于 PandaData 的宏观事件—期货预期分析：读取宏观经济日历的实际值、市场预期与前值，结合期货价格、成交量、持仓量、基差、期限结构、库存与仓单，对沪金、沪铜、原油及用户指定品种输出基准、偏强、偏弱情景。当用户询问「美国CPI对期货影响」「宏观事件期货预期」「美联储对商品影响」「期货供需与宏观共振」「事件公布前情景」时触发。仅作条件化研究，不承诺涨跌或生成自动交易指令。,基于 PandaData 的宏观事件—期货预期分析：读取宏观经济日历的实际值、市场预期与前值，结合期货价格、成交量、持仓量、基差、期限结构、库存与仓单，对沪金、沪铜、原油及用户指定品种输出基准、偏强、偏弱情景。当用户询问「美国CPI对期货影响」「宏观事件期货预期」「美联储对商品影响」「期货供需与宏观共振」「事件公布前情景」时触发。仅作条件化研究，不承诺涨跌或生成自动交易指令。
skill-macro-monitor,approved,03,03.macro-cross-asset,monitoring,data-ingestion|monitoring|reporting,监测宏观数据、行业景气、经济日历和周期性宏观变化。,"Monitors macro data, industry conditions, economic calendars, and recurring macro changes."
skill-market-daily-review,approved,08,08.daily-review,reporting,data-ingestion|reporting,生成基于Pandadata的A股收盘后每日市场复盘报告。,Generates Pandadata-based A-share after-close daily market review reports.
skill-market-regime-analysis,approved,04,04.market-regime,modeling,data-ingestion|feature-engineering|modeling|backtesting|evaluation,结合指数、宏观、期货期限结构和波动率特征划分A股市场状态。,"Classifies A-share market regimes using index, macro, futures term-structure, and volatility features."
skill-material-contract-alpha,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,A 股重大合同 Alpha 因子：基于合同金额对数和的横截面排序信号。,A-share material contract alpha factor: cross-sectional ranking based on log-sum of contract amounts.
skill-microstructure-vwap-deviation,approved,05,05.market-microstructure,reporting,data-ingestion|modeling|reporting,"Minute-bar VWAP deviation strategy research and auditable SSQuant futures validation. Use for rolling VWAP deviation signals, confirmed mean reversion, trend guards, next-bar execution, execution-cost modeling, frozen-data backtests, and trade-result review.","Minute-bar VWAP deviation strategy research and auditable SSQuant futures validation. Use for rolling VWAP deviation signals, confirmed mean reversion, trend guards, next-bar execution, execution-cost modeling, frozen-data backtests, and trade-result review."
skill-minuteflow-alpha,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,基于分钟级行情数据（PandaData）生成Alpha因子表达式，支持从研报/自然语言输入中提取日内微观结构信号（VWAP偏离、订单流代理、日内动量衰减、波动率曲线等），并通过公式合约验证。,"Generate alpha factor expressions from minute-level market data using PandaData (panda_data). Takes a research document or natural language query as input, fetches intraday OHLCV bars via get_market_min_data, extracts rich minute-level features (VWAP divergence, intraday momentum decay, order flow proxy, volatility curve shape, trade concentration, lead-lag signatures), and produces validated alpha expressions backed by a formula contract. Use when an agent needs to generate alpha ideas from academic papers, market commentary, or research notes that leverage intraday microstructure signals invisible in daily data."
skill-ml-factor-ensemble,approved,02,02.factor-orthogonalization-blending,modeling,feature-engineering|factor-generation|modeling|backtesting|evaluation,用防泄漏滚动验证将机器学习模型集成为因子元信号。,Ensembles machine-learning models into factor meta-signals with leakage-aware rolling validation.
skill-ml-purged-cv,approved,06,06.statistical-ml-models,evaluation,data-ingestion|feature-engineering|modeling|evaluation,审计任意金融特征、可训练时序模型或候选策略收益，并执行防泄漏的 Purged K-Fold、Embargo、CPCV、Causal Walk-Forward、PBO、DSR、Governed Holdout 与 Temporal Forward Evidence。用于检查未来函数、信息区间重叠、特征可用时间和血缘、Fold-Local 预处理、CPCV Path 稳健性、策略选择过拟合、预测是否在标签成熟前登记，以及在接受金融模型或策略前生成结构化验证证据。,审计任意金融特征、可训练时序模型或候选策略收益，并执行防泄漏的 Purged K-Fold、Embargo、CPCV、Causal Walk-Forward、PBO、DSR、Governed Holdout 与 Temporal Forward Evidence。用于检查未来函数、信息区间重叠、特征可用时间和血缘、Fold-Local 预处理、CPCV Path 稳健性、策略选择过拟合、预测是否在标签成熟前登记，以及在接受金融模型或策略前生成结构化验证证据。
skill-model-hpo-evidence-driven,approved,06,06.statistical-ml-models,modeling,data-ingestion|modeling|evaluation|reporting,以固定验证流程和试验级证据优化量化多因子模型超参数。,Optimizes quantitative multi-factor model hyperparameters with fixed validation and trial-level evidence.
skill-munger-mental-model,approved,06,06.investor-research-models,modeling,data-ingestion|modeling|evaluation|reporting,运用多元思维模型框架生成公司投资研究和判断报告。,Applies a multidisciplinary mental-model framework to company investment research and judgment reports.
skill-news-sentiment-analyst,approved,08,08.news-disclosures,modeling,data-ingestion|modeling|reporting,采集、核验并分析A股财经新闻情绪，生成研究报告。,"Collects, verifies, and analyzes A-share financial-news sentiment for research reports."
skill-northbound-margin-monitor,approved,04,04.flow-crowding,monitoring,data-ingestion|monitoring|reporting,监测北向资金、融资融券和期货全景的多类风险信号。,"Monitors northbound flows, margin trading, and futures conditions with multiple risk signals."
skill-numerical-leak-check,approved,07,07.lookahead-leakage,evaluation,data-quality|evaluation|reporting,通过数值测试检测量化研究流程中的前视和数据泄漏。,Detects lookahead and data leakage in quantitative research workflows through numerical checks.
skill-oil-brief,approved,03,03.futures-commodity,reporting,data-ingestion|reporting,整合期货、EIA、OPEC和市场数据生成中文原油简报。,"Combines futures, EIA, OPEC, and market data into Chinese crude-oil briefs."
skill-optimal-transport-cross-sectional-factor,approved,02,02.factor-generation,evaluation,data-ingestion|feature-engineering|factor-generation|evaluation,用点时截面分布的单调最优传输构造可审计因子,Build auditable factors from point-in-time cross-sectional transport
skill-option-strategy-builder,approved,03,03.options-convertible-bond,portfolio-construction,data-ingestion|portfolio-construction|risk|reporting,构建期权策略腿组合、损益图、盈亏平衡、希腊字母和保证金分析。,"Builds option strategies with legs, payoff charts, breakevens, Greeks, and margin analysis."
skill-options-vol-analyst,approved,03,03.options-convertible-bond,modeling,data-ingestion|modeling|reporting,分析期权链、隐含与历史波动率、期限结构、偏度和波动率溢价。,"Analyzes option chains, implied and historical volatility, term structure, skew, and volatility premium."
skill-overseas-equity-factor-miner,approved,02,02.factor-generation,factor-generation,data-ingestion|feature-engineering|factor-generation|factor-screening|evaluation,发现并以IC、衰减和换手率验证港美股横截面alpha因子。,"Discovers and validates HK and US cross-sectional alpha factors by IC, decay, and turnover."
skill-oversold-rebound,approved,05,05.strategy-signal,factor-screening,data-ingestion|feature-engineering|factor-screening|reporting,判断A股短期超跌反弹环境并筛选候选股票。,Identifies A-share oversold-rebound conditions and screens candidate stocks.
skill-pair-correlation,approved,06,06.statistical-ml-models,evaluation,data-ingestion|evaluation|reporting,计算和解释资产对的相关性、滚动关系及其研究用途。,"Computes and interprets asset-pair correlations, rolling relationships, and research uses."
skill-pandaai-factor-online,approved,02,02.factor-pool-online,factor-generation,feature-engineering|factor-generation|factor-screening|backtesting|evaluation,支持PandaAI因子大赛环境配置、在线挖掘、批量回测和成本复盘。,"Supports PandaAI factor onboarding, online mining, batch backtests, and cost review."
skill-pandaai-workflow-audit,approved,07,07.workflow-audit,evaluation,data-quality|evaluation|reporting,审计PandaAI工作流的图结构、代码、时序、参数和回测验证证据。,"Audits PandaAI workflow graphs, code, timing, parameters, and backtest-validation evidence."
skill-pandaai-workflow-generator,approved,10,10.build-release-tooling,orchestration,orchestration,根据量化想法生成可导入PandaAI的工作流JSON及策略或因子代码。,Generates importable PandaAI workflow JSON and embedded strategy or factor code from quant ideas.
skill-pandadata-api,approved,01,01.data-source-connectors,data-ingestion,data-ingestion|data-quality,为多种智能体运行时提供Pandadata市场和研究数据API调用与契约查询。,Provides Pandadata market and research API calls and contract lookup across agent runtimes.
skill-pandadata-warehouse,approved,01,01.warehouse-cache,data-ingestion,data-ingestion|data-quality,管理本地Pandadata DuckDB和Parquet量化数据仓库、缓存和查询流程。,"Manages local Pandadata DuckDB and Parquet quantitative data warehouses, caches, and queries."
skill-paper-replication,approved,06,06.paper-replication,modeling,data-ingestion|modeling|backtesting|evaluation|reporting,支持论文检索、数据提取、实验复现和研究结果报告。,"Supports paper search, data extraction, experiment reproduction, and research-result reporting."
skill-performance-attribution,approved,06,06.investor-research-models,reporting,data-ingestion|modeling|reporting,A股量化策略绩效归因：三层综合归因（Alpha/Beta/择时 + Brinson 配置/选择/交互 + 因子收益归因含风格行业与 Alpha 残差），输出统一归因报告并做分解对账。与 skill-risk-model（风险归因）互补。,"Use when an agent needs to attribute the returns of an A-share quant strategy or portfolio — decompose performance into Alpha/Beta/timing, Brinson allocation/selection/interaction effects by industry, and factor-return contributions (style factors, industry, residual Alpha). Outputs a unified AttributionReport (Markdown + JSON) with reconciliation checks."
skill-portfolio-attribution,approved,05,05.performance-attribution,evaluation,data-ingestion|evaluation|reporting,将组合主动收益分解为行业配置、个股选择、交互效应和因子贡献。,"Attributes active portfolio returns to industry allocation, stock selection, interaction, and factor contributions."
skill-portfolio-blacklitterman,approved,05,05.portfolio-construction,risk,data-ingestion|modeling|portfolio-construction|risk,Black-Litterman 组合优化 —— 用户问「跑一下 BL 组合」「基于视图的组合权重」「相对沪深300 的主动配置」「动量/反转/换手视图对权重的影响」类问题时触发。以沪深300 指数权重为先验，用动量/反转/换手率三条因子视图更新，输出长权重组合，按「样式② 结构化播报」呈现给用户。,Black-Litterman 组合优化 —— 用户问「跑一下 BL 组合」「基于视图的组合权重」「相对沪深300 的主动配置」「动量/反转/换手视图对权重的影响」类问题时触发。以沪深300 指数权重为先验，用动量/反转/换手率三条因子视图更新，输出长权重组合，按「样式② 结构化播报」呈现给用户。
skill-portfolio-checkup,approved,04,04.portfolio-stress,risk,data-ingestion|risk|reporting,汇总持仓集中度、基准偏离、估值、质量和风险暴露生成组合健康报告。,"Aggregates concentration, benchmark deviation, valuation, quality, and risk exposures into a portfolio health report."
skill-portfolio-cvar-optim,approved,05,05.portfolio-construction,risk,data-ingestion|modeling|portfolio-construction|risk,当需要开发、计算、验证 CVaR 尾部风险最小化组合时，使用此 skill。在预期收益约束下最小化组合 95% CVaR，支持极值理论(EVT/GPD)尾部补样、组合权重求解、样本外验证。,当需要开发、计算、验证 CVaR 尾部风险最小化组合时，使用此 skill。在预期收益约束下最小化组合 95% CVaR，支持极值理论(EVT/GPD)尾部补样、组合权重求解、样本外验证。
skill-portfolio-liquidity-stress-test,approved,04,04.liquidity-risk,risk,data-ingestion|risk|reporting,在成交量压力下估算组合清算天数、期限内变现、赎回缺口和冲击成本。,"Estimates portfolio liquidation days, horizon cash, redemption shortfalls, and impact costs under volume stress."
skill-portfolio-optimize,approved,05,05.portfolio-construction,portfolio-construction,data-ingestion|modeling|portfolio-construction|backtesting|evaluation,将alpha信号转为受权重、行业、暴露和换手约束的优化组合权重。,"Turns alpha signals into optimized weights under weight, sector, exposure, and turnover constraints."
skill-portfolio-pnl-attribution,approved,05,05.performance-attribution,evaluation,data-ingestion|evaluation|reporting,按证券和行业归因组合已实现收益，并对账费用、基准和输入质量。,"Attributes realized portfolio returns by security and sector while reconciling fees, benchmarks, and input quality."
skill-portfolio-risk-parity,approved,05,05.portfolio-construction,risk,data-ingestion|modeling|portfolio-construction|risk,当需要开发、计算、验证风险平价（等风险贡献 ERC）组合时使用。手写 Ledoit-Wolf 收缩协方差稳定相关性，scipy SLSQP 求 ERC 权重，支持指数/期货/ETF 三类资产与月度 rebalance。,当需要开发、计算、验证风险平价（等风险贡献 ERC）组合时使用。手写 Ledoit-Wolf 收缩协方差稳定相关性，scipy SLSQP 求 ERC 权重，支持指数/期货/ETF 三类资产与月度 rebalance。
skill-post-market-screener,approved,03,03.a-share-equity,factor-screening,data-ingestion|factor-screening|reporting,收盘后结合技术形态和资金流筛选 A 股股票并生成报告。,Screens A-share stocks after market close using technical patterns and capital-flow evidence.
skill-qbti,approved,05,05.strategy-signal,portfolio-construction,factor-screening|portfolio-construction|backtesting|reporting,通过五部分问答将用户偏好转换为因子方向和策略参数。,Translates a five-part user questionnaire into factor directions and strategy parameters.
skill-quant-execution-microstructure,approved,05,05.market-microstructure,execution,risk|monitoring|execution|reporting,将已批准的交易目标转化为可观测的成本感知执行方案。,"Converts approved trade targets into observable, cost-aware execution plans."
skill-quant-factor-directional-alpha,approved,02,02.factor-generation,factor-generation,data-ingestion|factor-generation|evaluation,提供用于趋势、突破和反转研究的 OHLCV 方向因子库。,"Provides an OHLCV directional-factor library for trend, breakout, and reversal research."
skill-quant-factor-risk-pattern-alpha,approved,02,02.factor-generation,factor-generation,data-ingestion|factor-generation|evaluation,提供用于波动、K 线形态和回撤压力研究的 OHLCV 因子库。,"Provides an OHLCV factor library for volatility, chart-pattern, and drawdown-pressure research."
skill-quant-factor-skill-factory,approved,10,10.build-release-tooling,orchestration,data-ingestion|factor-generation|evaluation|orchestration,批量生成、验证并打包框架中立的 OHLCV 因子技能。,"Batch-generates, validates, and packages framework-neutral OHLCV factor skills."
skill-quant-factor-volume-stat-alpha,approved,02,02.factor-generation,factor-generation,data-ingestion|factor-generation|evaluation,提供用于成交量和量价统计研究的 OHLCV 因子库。,Provides an OHLCV factor library for volume and price-volume statistical research.
skill-quant-portfolio-risk,approved,04,04.portfolio-stress,risk,portfolio-construction|risk|reporting,分析组合风险暴露、约束和压力情景。,"Analyzes portfolio risk exposures, constraints, and stress scenarios."
